,business_id,name,city
101302,YHoDKkSvaqcmwdFQScQV8w,Rego's Brickhouse Pizza,Fairport Harbor
101305,_Ad2ZKhUl-krJFpaZ1FI8g,Nabe Hotpot,Las Vegas
101310,sJOeBS2lZQ4TDfT7y8WlwA,The Songbird's Nest,Cave Creek
101312,SP8jN1vcAyS5Y-hZb3h-MQ,Dunkin' Donuts,Tempe
101315,yw3dfUD1PO8EdGLHdbGevA,Espresso Royale,Urbana
101320,N0CoaG3cBrTGm2ecLYSzqA,Lotus of Siam,Las Vegas
101321,pOWwU7R69EZ-qxBA_biyOA,Presse CafÃ©,Toronto
101322,oQi2rgl-ajKDoTAaceLBag,Tides Oyster Bar,Henderson
101329,zH9tzxq64pvLwTibL7NG4g,Starbucks,Phoenix
101333,V1MTfnI-1T7lqZO-Y_qXAg,QDOBA Mexican Eats,Madison
101334,VT8vUd-2s5IdvSNwhNHkpg,California Coffee Bar,Pittsburgh
101340,-m9rAjisUEYYHvxNAVsQ9g,Mike's Market,Peoria
101341,HOMqym6ceItYao90zNPrkg,La Michoacana,Madison
101343,LnIO_JtoDS1xLfTHWuV_ug,El Palacio,Chandler
101345,k5azd7T8eqESrOP9TkBjOw,Langolino Wine Bar & Grill,Toronto
101347,YKGb41Io_6mRsm4Bee7aOQ,Firebirds Wood Fired Grill,Beachwood
101354,heTUR_TGWJ9iYiiEWnikXg,Eat Unique,Pittsburgh
101355,jP6xmjbQRfUitOmv5PKuJA,Capitol Take-Out,Madison
101357,yoQziUwhIFsKGNTOvpzsDQ,Get Real Cafe,Toronto
101363,BtpJVELtgn4MYIAcsPlNkA,Kwik-E-Mart,Pittsburgh
101365,HKEja81qK7IzkY_nt7NHWw,Le Berri CafÃ©,MontrÃ©al
101368,q-pjLY1R98QTUZY2pbbsxw,Kabob n Kurry Restaurant,Gilbert
101379,SLH_6FIjptg5BEJbYNld6w,Oja Noodles House,Toronto
101382,B9hP01A7AT4tQXv_nRozQw,Sammy Pho Vietnamese Cuisine,Las Vegas
101386,SloPgHVOCd-3pMWvJ7znlw,Taco Bell,Sheffield Village
101389,io9bMYKycOpNIINO_h89jw,Mynt Restaurant & Lounge,Charlotte
101390,FPAOrUsP7GuIyqmK9UoPUQ,Teriyaki Madness,Henderson
101392,EOdsWTj2jtrPshsnth3Y_g,Carmel's Coffee & Bakery,Phoenix
101393,goOQKS6lKWT8rmM3SREgjQ,Chesterland Tavern,Chesterland
101396,Fsc3vd7WeKmuJUQPmvv_6A,Churrasqueira DO Sardinha,Toronto
101400,vGMa_Gkp73SF4oc5IIqmDA,Phat Hong ThaÃ¯,Saint-Eustache
101402,Sor7bBkthOqvgwo5PLxRww,Ciao Pizzeria Cerino,Brecksville
101405,8ciT6qjI18x9EPtOb-gqYQ,Coup Des Tartes,Phoenix
101407,ocXPQsWEpC0KF6tZezEBpA,Hal O Penos,Phoenix
101411,iNwd-OTTWHLaW1pPMXUq6w,Four Seasons Resort Scottsdale at Troon North,Scottsdale
101414,v4fuuR7iuyNzPXu_O3jSmA,Lisa Marie's Catering Services,Las Vegas
101420,AOkV2COlVcLoBbxnLAISeQ,Bayview Cake and Pastry,Richmond Hill
101422,keBXqRRumQA-A5m4K7Zq5w,Lulu's On The Move,Las Vegas
101423,tyKW94szLfysxvgjzgCCTw,CafÃ© Lali,MontrÃ©al
101429,fK1oj0dk9Bc6KsBk5mMDxg,Playa Cabana Cantina,Toronto
101434,MByw1qvZjeSsJDtJ_rcmjA,Yellow Chilly,Toronto
101435,bKh66jlEqEKZZFkjWipt8w,Stoney's Bread Company,Etobicoke
101437,0hp3WtPSxvmJVk3BNTfhHQ,McDonald's,Phoenix
101438,epWC7CGRbNHkXM7G2ulYzQ,Bellacino's Pizza & Grinders,Stow
101442,AvsXqxpC36LY-NMxqF1vhA,FreshCo,Toronto
101447,Kb1QJkhQ7dc96vkP32-1RQ,Bahama Buck's,Chandler
101448,aaVi3267B1dUe7XZQCjwkw,Walmart,Belmont
101449,vDFPDejw5JMcgubMEM7Zfg,The Loose Moose Bar And Grill,Concord
101451,l1MHyfjjQuzrb2Z4p-vUtw,Tequila Family Mexican Restaurant,Rock Hill
101452,pyeoyouJWxxcwzfugfessQ,Revolu Modern Taqueria Bar,Peoria
101454,cRnyD0gSjXaTqN0X4VRRHQ,Smart & Final,Glendale
101455,8nFa9IbgynhsZlC7eYbcWA,Villa Armando,Mont-Royal
101456,61pecmfztHO2SLs-WRkwVg,Pho Hung Restaurant,Las Vegas
101464,oKYUMYQI7AkjCJdRsKlqtg,Restaurant Muramoto,Madison
101469,WQ0ZdUQjO3fZ0hQDTH86bw,Cobblestone Creek Market,Indian Land
101475,UwapKDB94H9WByuCu4S2nw,Caledon Family Restaurant,Caledon
101483,-Zv4ZrPuTSPFD96nFoUm_A,Eats of Asia,Calgary
101486,DMwv32s6bNPpGZY9sq8aKw,La Brava Sheesha lounge,Calgary
101488,e6hRdLZ474FxXopnd9tArw,Gaga Pizzeria,Calgary
101489,cIP1xI6j2wykUyHG0FOEsg,Legends Steak and Seafood,Las Vegas
101492,OCzor6KH_4WPbWjwyzG0GQ,Office Bar I,Las Vegas
101494,rZy_R2plYStLFyZR92WNZw,China Star Super Buffet,Phoenix
101495,CUivTcULsu5MJIYYNVm1zw,Hana Japanese Eatery,Phoenix
101496,TEaBolNAkOdRm2gvIYz4OQ,Poncho's Mexican Food and Cantina,Phoenix
101499,w_BvzSBpOgJv-wHMqegphg,Nee How Chinese Food Market,North Olmsted
101501,3RWJGTSIRvGmIbwvMqAOuw,Slate Bistro,Pittsburgh
101505,i0u5CzG81LrEwAI0X5OVkQ,Ming Room,Mississauga
101512,2Z3F0G9UXDsX0fRU9BDoqA,McDonald's,Rexdale
101514,dHgbL5EAEawIcqk6aXe2Ow,Peter Allen's,Pittsburgh
101521,e8otDyZGM60F5Js1Ew1m5Q,Branding Iron Cook House,Mentor
101526,BJLjRP7HvIbdQOZc9UoVNA,Congee Wong,Thornhill
101527,Ds0RCDz5__j4cAXACaQqug,Jack In the Box,Peoria
101528,cfGEW6o0CMNF9NysH489_w,Blu Burger Grille,Scottsdale
101529,iDty9l-Hsdb2ntXVF7PSfw,Juice Box Cafe,Pittsburgh
101530,GLWC2uOiBgN3kl6HU98d4Q,QuikTrip,Denver
101531,DNOXngMi7USPPY5-6BY2ZQ,Zen Juice,Pittsburgh
101538,JxSmlL_MckX0dvS5XBg0Cg,Olympos Gyros,Robinson Township
101539,t2GtB-aiOzrNnuGxZV190g,Diamond Pizza,Toronto
101540,qjZ1qnsqtIGRBJWIDJYeWg,7-Eleven,Charlotte
101543,Tn4PV88E9jlC2xhvqN8zAA,TGI Fridays,Bethel Park
101549,auDLKJtjv3IkSdPCei5zTA,Shawarma Brothers,Airdrie
101550,gVMu_ToZCgRSzfBm_lsuRw,Restaurant Lafleur,MontrÃ©al
101551,yF0R7Ii-rRQpIMlMDvDevA,Smallcakes,Huntersville
101552,3AR0coEEReWxcbMxgS2DQg,Ranch Burger,Phoenix
101556,BkiubRdpg2wMdABnwKwOdg,Ginos Pizza,Mississauga
101559,kErggULKj-5-VvwAVGvcWw,Portofino Beach Bar & Grill,Glendale
101562,AVEztb9RqonXHpGan5zoaQ,Frijoles & Frescas,Las Vegas
101563,Va_evKljZVPPi5pigcKVIA,Okotte Ramen,Richmond Hill
101566,INs0jjQdgfRG83M5FfaYIw,Love Chix,Toronto
101567,hTe5SavBjp3zRulupZSJew,NYPD Pizza,Phoenix
101568,Pj64HOM0ZJmN8VmeMdr67g,De La Mer,Toronto
101571,DrT7CmORi5o_jQRC0DhBIA,Sushi Sushi Japanese Restaurant,Calgary
101579,SB1R4pMCukG0Jjh1vdyhYQ,Resto Danji,MontrÃ©al
101580,v_OLzcpFA7vgVp30vxv2uQ,Silver Spoon,Toronto
101586,HeD3lqTuToEzd9RYHfAHXg,LCBO,Toronto
101590,kTHraDyzfXvW-98VT-P3mg,T-Bones Sizzling Steaks & Burgers Drive-In Restaurant,Scarborough
101594,GJ_bXUPv672YwNg4TneJog,China Poblano,Las Vegas
101596,mrnUt3IdLRf4j8WeeGGbpw,Starbucks,Las Vegas
101597,sPPh1LJllyr5jUpKFTxxag,Asada Mexican Grill,Toronto
101598,XXttpZAmZw9kCti-R7ocjQ,Chez Benny,MontrÃ©al
101599,3Kb8QA9-WvjeckJckCHcUQ,Maison du Cheddar,Outremont
101600,KXpzTzYrN-Mmxp7zopo2KA,Bow Bulgogi House,Calgary
101603,5Ip4_yFvx3sz4qMqxl-4mw,Breakfast Joynt,Scottsdale
101605,ShUh_MMkaVp_KXCtNjPvXA,Universal Grill,Toronto
101606,OcCsO9gyNkojXdQs086Urg,McDonald's,Charlotte
101608,CrztyFV-0KuuZk-Lhff-sw,Yogurt Ranch,Mesa
101611,W5d8iNog90R-qw43m5dGwg,CafÃ© Polonez,Toronto
101614,Euz2AtmK34obms6t6vHMOA,Thrifty Ice Cream,Las Vegas
101619,4EfD15N0NJ2eDWa9bmVCtw,Aubergine Kitchen and Bar,Newmarket
101620,KsjYPhhf_kCJM46kCtJYZw,Corner Store,Mesa
101622,fSznh4dR6TQXX9-TOEraJg,The Gallery,Charlotte
101629,ZYF8HdTdEYu6C-WANaAdxg,Mr Puffs,MontrÃ©al
101639,CXG4kMMiq2JUDhUgl94QTQ,Masala Bites,Mississauga
101641,fRKqHIt0H0uLlD8deiY44Q,Sushi Ko Restaurant,Scottsdale
101642,x6uV0hh4aUtp48BFL8DklQ,City Market Deli & Catering,Scottsdale
101644,blxBz59Wph0mao8EmFEizg,Cahoots Bar,Verona
101652,UCJpL9VFk3g1B2gjRlLy_g,Ditka's,Pittsburgh
101657,HKzPwCmhz8sLDVCFQzmqUw,Hart's Restaurant & Lounge,Mc Donald
101676,v9200TbV-YzfG5BWN8fS3A,Circle K,Las Vegas
101677,64zUyR3gO7_3HuZPsNUl2g,Akita,MontrÃ©al
101678,DacS2E1VdEbb92V9gehJOA,Baskin Robbins,Vaughan
101682,2mZGnGIMUNRQY3d0hjdAxg,Tacorrito,Toronto
101685,LsyW2kRAP0HYYP0Qov4Kng,Prem Sweets and Restaurant,Brampton
101686,p66HDmRiwG0Te5zSj67Crg,Bailey's Bar and Grille,Elyria
101691,e4IefygVJZ8UO1JtsO7h4g,Water Cafe,Las Vegas
101692,hYl2qT0fSae2EkLVcvBoSg,The Good Egg,Glendale
101697,NeS4t1XoXL_5we9VUVwbWg,Sushi Doraku,Peoria
101699,8Zq11pzOup3-iwOjdMMwDQ,Mika's Greek,Scottsdale
101702,J4tO07oCDhwP3rdcgjjdxg,Abo's Grill,Lyndhurst
101705,OeeQkxeqdYTP5qNKGHznHQ,Harwood Arms Family British Pub & Fine Food,Ajax
101708,Pj-SNqjFwu7zGUZLH-MhLg,Real Fruit Bubble Tea,Mississauga
101709,FHeWz039ONIOZL13pa5nXw,Dazzling Bistro Food Truck,Las Vegas
101716,y-y9AL4XtE19h-ItlW4M7w,Wetzel's Pretzels,Henderson
101718,Ij7S4wmTewqYuIcwbSZqpw,Menchie's Frozen Yogurt,Toronto
101721,eMz8i2LpafE6D-ZhzDtglw,Pio Pio Ballantyne,Charlotte
101722,hX-FAgxOZaVcfUu1Gi0spQ,Banh Mi Nhu Lan,Toronto
101725,da3c-sAS3KM08YVnSOOBAQ,Hy-Vee,Madison
101726,aNFEAh4xClhLYK8K4ZDpCA,Long John Silver's,Duquesne
101727,EgaP_Ppq3pZIztgXrLbzJw,Sushi Newman,Lasalle
101734,iVBpGb7x55toxxL81PB2wA,L & L Hawaiian Barbecue,Las Vegas
101738,gQ-uCVXgwHbQ4FmP-LZRKg,China Garden,Whitchurch-Stouffville
101749,bxUZorggwGDpU_liCTZazw,Restaurant Prague,MontrÃ©al
101753,tBqiAQsv3LSjDuBD1IPi-g,Little Shop of Ice Cream,Brampton
101754,rWrx9B1L0jCQm-uUmznBVQ,El Pollito Charro,Las Vegas
101756,XmrOZ6iLoPzXfwQesveyTA,Pita Palace,Mesa
101759,vEReXixLHjMINX9oirGCkQ,P Dubs Fish n Chips,Las Vegas
101762,YUjiBKnlvfLkjFmUCqZf6A,Paciugo,Madison
101763,GQNWfTEpdKSfFDHgTAd-Cg,Oriental Rice Noodle House,MontrÃ©al
101766,aiO2_Cwbrnyu8Qo25pRDlQ,Taste Cafe,Calgary
101770,m1yiZ8gnawxR4jL-g5QUJg,Kim's Kitchen Family Restaurant,Stanley
101773,PlMJAouo0D0ZXHkCDj6eeg,Studio CafÃ©,Las Vegas
101775,10Ft6GZPvoZyRWi1bVo3Rw,Subway,Phoenix
101777,vq7NsyCjEwL_vh2wBy2baA,Call the Caterer,Henderson
101778,Zs11zx1QTNgbQ11v2zyoBw,Sweet Addictions Candy,Toronto
101779,3uew567ia84Jw0WmER7IiQ,Super Sweet Home Bar and Grill,Toronto
101783,9P3aoMwquKCelPMSoYOVQQ,L'Ã”,MontrÃ©al
101785,VuMgSpUJ9ONgSkddjM4JqQ,Yori Q Korean Grill & Bar,Champaign
101788,_sS2RlnyS_rJdQgs-eVPUg,Denny's,Henderson
101789,VFXKmRqMw1UX852ARt4rhA,The Human Bean,Las Vegas
101791,wQ45yxhEgObKB3W8lw_R0A,Mr D's Frozen Custard,Henderson
101793,UKQU7wYXCG2dikpoAV0BjA,Jack In the Box,Peoria
101794,BHX0ghpo_r4lVxGRPEBIQw,The Dumpling King,Scarborough
101797,BmPxH4qSViweZGCQjfJGtQ,Thai Express,Toronto
101798,_MO8Ja3kG6vSTJCGECya_Q,La Colonie Thai,Saint-Lambert
101800,1QqnXmrWNe2IAzPag4hH5A,Ristorante Il Caviliere,MontrÃ©al
101801,9sj2psPlhRi_SNOEvFHLDA,Arby's,Chandler
101803,p-sAj41iE2EtZZ-SmYVdGQ,Socialito,MontrÃ©al
101807,MW4oUlTstLsUHhO87K1tXg,CafÃ© Myriade,MontrÃ©al
101811,mkKlEHWjutiZ7LBpucbKaQ,Markham Bakery-Cafe,Markham
101812,v85oQmC-zt-S1KBpdAm_Pw,Outtakes,Charlotte
101813,5JcJCQ0fkmxeDSlM9zUFXQ,Second Cup,Etobicoke
101814,D29XWAjUITYsjwxCXwuWWA,Hot Corn and More,Las Vegas
101815,zl4T9WtZi0TiIo2RFvc4Zw,Burger King Canada,Mississauga
101818,jhdc_gDWwMbJe5TAf2iIjg,PizzÃ©ria NÂ° 900 Laurier,MontrÃ©al
101821,uPNm49RRDeud_jfyNCYzfw,Showmars,Charlotte
101827,PWvPIzCrWNYGSiFxOF_Zfg,Grieco's Carefree Inn Restaurant,Indianola
101828,pxv5jBUOgsg6Rf6Z88e4mg,The Attic Ale House,Phoenix
101830,zO2558leuUH9jeEs_8hfOQ,Sushi Nomi,Toronto
101831,-YR7K3rw6VAQ1-MjslvsoQ,Eastwind Sushi & Grill,Phoenix
101832,jps8StO0NDLEw21w8Xy4lQ,Mary Brown's Famous Chicken & Tater,Mississauga
101833,M4IDswLnQ8YeVxzYdWv_Qw,Escudo Express,Boisbriand
101834,svkrWBtGNIr01UOKYMLV8A,Circle K,Chandler
101836,Z4UQlerXfBH8jv6XcFLeEA,The Real Crepe,Las Vegas
101837,QJ1YpQLVuentjgTQqNqqpw,XO Prime Steaks,Cleveland
101841,yA9dC3IvoPPex9RB6-G2MA,Canton Kitchen,Toronto
101843,kXRTFpDLpNUoWDe96kGSVw,Ginger Beef Express,Calgary
101844,JLVMsQuWLMi6dNjvcs5Y8A,Eat At Will,Calgary
101845,Oq76C1wZosdT0ZrA3dJPxQ,Chuan Wang Fu,Charlotte
101855,VObfskmUmh8vdpx60lruOw,Starbucks,Pittsburgh
101857,VksoN8PD4saEd5BDlErcqg,McDonald's,Verdun
101859,-CxNhGa-yskzfrTP9GX6zA,Papa Murphy's,Sun Prairie
101868,mlA93VTP6gQNxdLdcVc4tw,Victoria K. Cakes,Vaughan
101869,pcA3DcjbkkQERU1dbsiSow,Chickpeas Mediterranean Cafe,Las Vegas
101871,8_mXYs-ZOqDGS7ifAjaocA,Seafood Station,Las Vegas
101878,X1xmhZQBRRnUye1uc9VmQw,Kopol Burger,Richmond Hill
101879,PEVEN4McCgs4z8SndFbbYg,Karmale Cafe,Charlotte
101882,bgpj0rUrl9aYqsZXWWBudA,Logan's Roadhouse,Monroe
101885,MSVXxvCk--EuiOhWnRJTwg,Little Dumpling Asian Buffet,North Las Vegas
101888,yiHW3QHcDEMVYQ1aw_WHNQ,PhÃ´ XO,MontrÃ©al
101890,zxXOXs5v6EAbUhMTF9mxew,Sweets From Heaven,Tempe
101894,TeaLf_0_mJQZOKPF7dLsQQ,Tank Goodness,Madison
101905,MED1yEJMNSdwVMZG8e4Diw,Latitude 30,Phoenix
101906,FKcj1DmDWsRO4aOQ6i_nWw,McDonalds,Cleveland
101909,HUwzarG0givckxXWTF5lIQ,MAMAOH,Las Vegas
101912,GTwQgfi8DN23D9fMURYUdw,Sushi Moto,North York
101915,qYLwo_aPRRD9t2DkLgD9Mw,Julia's Mesquite Mexican Grill,Mesa
101918,G8k2E3oYHHl2o4lNJQwR-g,Eden's Grill Inn,Phoenix
101920,ajHeagwcXBAQgTFPe_2D1A,Caldense Bakery,Whitby
101923,WRbBmXMHmdWOkeGp21OoeA,Mamma Olivia,Las Vegas
101924,vUqRC00T0cy17U5NsWW1Ow,Salsita,Calgary
101925,OJAbwtTCI2eo2nKz4cnW4Q,CafÃ© Marmelade,Pointe-Claire
101927,XYxDcLK1fZvxDgVsiqtDbA,Greco's Pizza & George's Lounge,Calgary
101928,7T7IaK6WGQccQS0UjJmmmQ,Big Ern's BBQ,Las Vegas
101932,OOqYnafFjJbCQro-yzImBQ,Piatto Bistro,Mississauga
101935,lHopmgtaW31nnDCXtDbtRA,Tempe Takeout,Tempe
101938,XZzyS2J_ivhWI--PZEH-jA,Village Market,Toronto
101941,OXF43-vmkHAUea0riLVjlw,Tutti Frutti Frozen Yogurt,Huntersville
101942,8n13xwvvcuZUylr-y3eNMg,Hook Fish and Chicken,McKees Rocks
101943,WKuHvpOCBbnCJkI5ngjYsg,Red Oak Kitchen & Bar,Calgary
101945,BlkCo79VxxVcmUP9xSrq_w,PÃ¢tes Bol,MontrÃ©al
101951,oL-TGyXWfpgr2YR0uTc0Zg,Panera Bread,Phoenix
101952,KZp4sxZR1qmDZvFqVO46DQ,Cugini's Pizza CafÃ©,Beaconsfield
101956,Xi_RPz2Kq1v7NiR7EKIVOQ,Peppercorns Restaurant,Airdrie
101958,pX3TM1r3PTgUdfUTAjk44w,The Beach House,Henderson
101963,KobLN1vd1WzydB8YsunTDg,Five Guys,Blainville
101967,ZqgTWUHFgX8k4nYKvi1Rqg,North Express,Vaughan
101968,f4-sGXl7M2nQexKHJQQPNw,Del Ray So-Cal Cantina,Toronto
101969,sx5I_M3uJC5cFD1Ag50qyA,Wendy's,Calgary
101971,fGdKxiL8rczgTrZv97eF-g,Cabane St-Louis,Saint-Eustache
101972,O2sEX86f6B4GROghjUkr0A,Thai Lotus Restaurant,Phoenix
101975,o4gB1zWiCHgbjq-tNFRW-g,Panpan Noodle Bar,Toronto
101980,stZKe2beZX6Og1GtScYteg,The Friendly Thai,Toronto
101982,8vqAiSXLuBcQc38pbfE0Xw,Starbucks,Pittsburgh
101983,ADNBU2m0Cu-1wmeG9nkknw,Harris Teeter,Davidson
101986,hAoYfMzVhIKu-k-w-ExnWA,Cheesewerks,Toronto
101987,eg3uaSZqoSdktx4yQGelMQ,Mazaj Lounge,Mississauga
101989,tEkUEOsxj9h0pzClYrGXMQ,Bar Guiliani,Champaign
101992,4ZAy5ZCTWbduzzhtR0egHQ,Wingstop,Urbana
101993,Xw50tINqzrI_BM_x7_IcZA,CrÃªpes Ã  GoGo Spadina,Toronto
101994,-8F04F54iDT6VgWPCgybug,Ineffable Ca Phe,Pittsburgh
101995,uDkn0GBtGYSqSIH5CL75Mw,Becker's,North Royalton
101996,XTSqlsyCiSJRVW095PwXSw,Burro Burrito,Toronto
101997,iTlJEtq4fnkkADgVjoUhXQ,Mourelatos Supermarket,Saint-Laurent
101998,POuF7alk2QVqVlcSOOjV3Q,Thai Thai Restaurant,Henderson
102000,eLTPBSiovhvWPMhnGK1ndQ,Enjoy Sushi,Phoenix
102003,ttfKDjCYxEieETpk9TvkXA,Cellars Fine Wine & Spirits,Phoenix
102004,EDU_Zwd7ed_OWxWrGHO9QQ,Barans Turkish Cuisine & Bar,Toronto
102009,jhazCCMoDaLn-RqvvtKXbQ,Huntington Convention Center of Cleveland,Cleveland
102012,-Wx2PnLnFJ2MuYca6p5-QA,Les Deux Fours Restaurant,MontrÃ©al
102020,lOUPhEfjJhoeD-E0Amjtww,Subway,Mississauga
102024,R-btOavKpemsm-R-IIgQTQ,Walmart Supercenter,Stoughton
102027,BRzbhvg47gNtnNzsPZc8Ug,My Daddy's Bakery and Cafe,Surprise
102029,d2yEVlD-cGHj7p_cb7FqqQ,Mr. Hero,Avon Lake
102030,mGb55Zvkb3D8yooZpRkz3w,Georgio's Oven Fresh Pizza,Richmond Height
102032,h2RbC1Lu20L1GHim_p24WQ,Nathan's Famous,Las Vegas
102034,VdiDt65oIS7yikJPUNSNgQ,Dutch Bros Coffee,Mesa
102037,ZtEdhtbmBEoZN--g2h2mxA,Greenleafs,Toronto
102038,LkMtMHVetws5_7QfRjPtlg,LVH - Las Vegas Hotel & Casino,Las Vegas
102039,ZRvpOsX_1ZPPzsSZnYHZHw,Bob Evans,Aurora
102042,0J_ihN4wvSElzlFilMhKtQ,Albertsons,Glendale
102043,-ltD-dHqdZ5-wjAMKYa6Ng,La Bella Managua,Toronto
102046,ijM1tJ7Fvl5uoVu0BOioNQ,Junction Craft Brewing,Toronto
102047,7QLmZwpS8UVX4Ywhn7fpAA,Milos Greek Restaurant,Pickering
102050,eFSX9UV5TSIbJMl7e0wpww,Peter Street Deli,Toronto
102052,WPV0ucYjnb2HOrNxSopv6A,Hawthorne's NY Pizza & Bar,Charlotte
102055,zzCsh8Rx40ZXcyDrzFnfOQ,Bombay Bhel,North York
102056,kpLcCk7m3vH-Ug_Fwi_Xqg,KFC,Indian Trail
102062,HiHfwu0c1k8m8aEJ9VwAQQ,Jano Grillades,MontrÃ©al
102063,8I2XBrjf4rOEWx7pnKpVeg,Kub Khao Thai Eatery,Toronto
102065,AVokLFkV8Y_QmpQhgdIRTg,BluBurger Grille,Scottsdale
102071,8PZGCtgG5MZKvz9i3B9gCA,Eastern Twist,Toronto
102072,EOt6etb0wFGOaiuDaYyyYg,Chuch,MontrÃ©al
102081,S5deRiFlRPXdFFMGBGRE1g,Belsito Trattoria,Kleinburg
102087,juhlDDR-L_TgSPU5FVHIpQ,Joseph's Cuisine,Las Vegas
102088,54ne9NBqgiWQAx0-RrOaFQ,Sterle's Country House,Cleveland
102089,3uC7Lbc3RgUDTWQlBu4PqQ,Bouchon Bakery at the Venetian Theater,Las Vegas
102090,qqKenRVi95OsoOvc8xJyfg,Han's Chicken,Las Vegas
102092,YmwSoa7TltlTY-2rVvf6wg,The Sugar Cookie,Las Vegas
102096,X5ktZZOu3lcsb_XaJ-7NtA,East! Restaurant,Toronto
102098,xA4QVCgYHhuHoziwQNUWBg,Magical Taste of China,Toronto
102100,OJ9Jt7v85xFiYw7QeZ11RA,LCBO,Mississauga
102102,Fhw_BqD2_KO6AVBwZ5lYBQ,B & M Barbeque,Cleveland
102106,N5F_GgezZEPL-45BxO6FKQ,Walker's Liquor,Phoenix
102113,iAhAnPxgKb6fzxrEcoHtlw,OEB Breakfast Co.,Calgary
102119,e5S5E2iGFs0fU1XMPmhWBw,The Chicken Scoop,Scottsdale
102123,ePbowmmeLgTW-HOm0D8xmw,Design Pickle,Scottsdale
102126,l8IqBeFXK3dqFEs7YL3ukg,Pizza Parma,Pittsburgh
102127,pOu5biDfZ1KSasnkKNT6vQ,Iced for Life,Chandler
102128,jPQxZTuFhuVHsu-DI4hm2A,Teriyaki Kitchen,Mesa
102136,JSTkHbW3L7onBhSIZ4GL8w,Subway,Henderson
102137,KGoK1lpKmkTV6uMK2hrzfQ,Herbal Depot,North York
102141,bIl02CY-4wSCCGxxeMOsig,Burger Factory,Henderson
102143,jUgSDi7a_YEICx1aesNoTg,Fionn MacCool's,Calgary
102144,GA_Nx4xA3Z4pn9i5XKF1Wg,Nori Sushi Scottsdale,Scottsdale
102145,GSaU7xmPP-Arq7uY5kbA_g,Sweetea,Las Vegas
102150,dw19X71GczTLQpwAC-jIwQ,Full Pint Brewing Company,North Versailles
102152,s6oAX6s9JtpiNTRIIrKdoQ,Banh Mi Cao Thang,MontrÃ©al
102153,pdeTqMHy2YUkFzWxvP1huw,Baja Fresh Mexican Grill,Las Vegas
102154,EC7NrIHKk6i3US_XJlDWDA,Julio's Too,Scottsdale
102156,hKfuDwUbWJWdQWmXS_g9PA,Yummy Garden,Kent
102162,Kbty4EGzdc1L7Agy89isAg,RSI Growers,Glendale
102170,bCD3cSKBmFYh5pHTZHGLng,Taps Signature Cuisine & Bar,Peoria
102171,B9c_0pMFuDN6y6934MsmZQ,Pixel 8 Lounge,Markham
102172,xN-HyvdrZiWOWK4_sj6Evw,Wendy's,Goodyear
102174,7V04I3gdlVVis8kVrmWfrw,Gouter,Toronto
102175,rmP7AzV3SAeRWUzbNuqQ5A,131 MAIN Restaurant,Cornelius
102176,FS0SA_ysgXsQEe6aCaIrKQ,Ojax Mediterranean,Las Vegas
102181,TQur3w5rlpsxRZxuomz-Xw,BurgerFi,Tempe
102186,F9Uo0sQF8AtPiOJFCY6_XQ,Danny's Pizza,MontrÃ©al
102193,oDPE_KW9EY-q0Np0XrtikA,Cherry on Top - Frozen Yogurt,Las Vegas
102195,YMc2n7R4_6N0PIHIfUJqPg,Domino's Pizza,Las Vegas
102200,51OJLUlwKQg7GV30TdoJjg,Montana's BBQ & Bar,Calgary
102207,eFhvNgQBBXYhXnTNLjjBjA,Katoreya,Pointe-Claire
102209,IBTbSC9zAodn54NuuphLhQ,Fluffy Duck Cafe,Cleveland
102217,F_oPMHJrH42R67xp5eKtQA,Yummy Korean Food Restaurant,Toronto
102222,YH9jx2vlDBD47qTBoCvkoA,Leafy Sea Dragon,Phoenix
102224,By3hdLnMNsfXJao_aKIfzQ,Starbucks,Newmarket
102230,f-dVQXjrSg3k4GIcIUFAjw,Madre,MontrÃ©al
102231,ci4y1hlswh2ZWBNzySJKxQ,Pizza Hut,Toronto
102234,BdujtMQePH5LjImjcE3C-Q,Rite Aid,Charlotte
102237,HZ1nss1kZrSMLSRQEo2vkQ,Henry VIII Ale House,Toronto
102241,JcsZvx-4yovFgCXOfd6KMg,Sam's Deli Mart,Phoenix
102242,r-4QibHfGYJFzbFUtoCMNw,Chez Ping,LaSalle
102248,UOOqfmHLIok1l3q3l32YCQ,It's Greek To You,Cleveland
102250,3b2R0n1lyUSBB-itvB8Caw,Cafe Chocolade,Oakdale
102256,YEHWvvwcunakP4CyteM82A,The Brilliant Chinese Restaurant,Markham
102259,QtF177m3puvo_zoKYP8M1Q,Starbucks,MontrÃ©al
102262,Hrj-mkyOkyyjvGeruqDCyg,Hula Girl Espresso,Toronto
102264,RApd_uvsR3dDNekgc1Emrw,Boiling Pot,Charlotte
102270,La_yPXZpdIJINeDEP-THLA,Nawab Indian Cuisine,Mississauga
102272,2EYrt2QuM-U4CLI9gmsqng,The Sweet Tooth Fairy,Scottsdale
102276,VGxJbglGlx-a7Gdc55Q6jQ,Katana,Pittsburgh
102278,-_yAaFHx0e1ZqmuHTtqnFA,Nick & Ben's Pizza Company,Surprise
102281,fEymsotOKc5V6-z7pZLPrw,Tiffany's Restaurant,Vaughan
102284,rcZtJuFkgSgoOEtpsv3SHw,Casa D'angelo Restaurant,Mentor
